"application","created_at","status","line_of_credit","annual_percentage_rate","is_fraud","address_type","line_1","line_2","city","state","zipcode","county","country","phone","phone_type","name","card","product","email","party","dob","account","id","id_type","ip","device"
"516cfdb4-0cdd-4d7c-b5e3-1f8d460cc383","2024-04-12 15:58:50.344675","PENDING","4445.95","33.61","False","primary","2201 ONTARIO ROAD NORTHWEST","","WASHINGTON","DC","20009","DISTRICT OF COLUMBIA","US","2782474910","landline","JOHN MILLER","2335220775347509","84ed831d-70d0-4f13-8702-52f95e054d51","JOHN.MILLER@EMAIL.COM","ecad0b99-73cf-464c-83b8-e223c8e57672","1983-05-11","757288fe-0794-4f4c-92d2-dccbadf813bd","bffc4f2e-e0aa-4e78-af88-59739e59e255","PASSPORT","192.162.1.1","cccbe33f-04ad-4ef4-97c0-cfa2389b19f5"
"825e3a4b-bc86-48cf-9f76-ed41e053c18f","2024-04-12 15:58:50.353834","PENDING","1529.61","9.13","False","mailing","5510 MONTGOMERY STREET","#4","SAVANNAH","GA","31405","APPLING COUNTY","US","1177622262","landline","HAN BROWN","2575245262107064","6835b33e-dd55-499d-a551-e6c4da8fa7b9","HAN.BROWN@EMAIL.COM","2ed415da-4663-43dc-bac7-92443b197f86","1983-05-18","d40042e9-8158-4895-ab8d-449054f2e84f","f3e70b07-aea4-428a-9f09-597c651034a6","PASSPORT","192.162.1.1","b929a672-cb2d-46bb-b950-98b8539c279e"
"6c1b96f0-846b-4016-a805-ce0d72a20fcf","2024-04-12 15:58:50.364102","PENDING","2763.21","17.75","False","mailing","320 UNION STATION WAY","","CALERA","AL","35040","AUTAUGA COUNTY","US","4782097569","mobile","VIVIAN SMITH","6196815196633171","8a782dbd-4149-42ad-944e-e675d3bf1dc7","VIVIAN.SMITH@EMAIL.COM","2e44ef7a-33fc-4b16-ad30-06c0abf6d3bf","1983-05-19","d07dfa7d-6a16-48cc-b6fd-f3846a13ef59","f8198f0f-af5f-43f3-9fbc-5f2f0758f4df","DRIVER'S LICENSE","192.168.1.1","1e862b61-face-451f-8768-fe1f9f55d393"
"822abaf5-14e7-4e37-b43f-4877a4f421a5","2024-04-12 15:58:50.373519","APPROVED","4671.21","1.63","False","primary","104 GREENWOOD DRIVE","","MANCHESTER","CT","06042","FAIRFIELD COUNTY","US","9776797430","mobile","BIANCA BROWN","4664804609873019","8a782dbd-4149-42ad-944e-e675d3bf1dc7","BIANCA.BROWN@EMAIL.COM","57a13433-1876-45a6-a52e-bf405ae2c6e8","1983-05-17","f8ec79a6-f7de-4446-b1b6-dae437650458","87be2da6-9c0a-4331-87b0-791530bda1c9","DRIVER'S LICENSE","192.165.1.1","2852cc72-a718-4b70-94e1-6b933b3a0652"
"0db49ad9-28eb-4be3-8cb1-910225533923","2024-04-12 15:58:50.384372","DISAPPROVE","7327.45","24.68","True","mailing","80 SOUTH MAIN STREET","#1","RANDOLPH","MA","02368","BARNSTABLE COUNTY","US","2759430884","landline","BIANCA BROWN","9887962460430711","319ef693-0e13-412e-94f3-a3e442a7380b","BIANCA.BROWN@EMAIL.COM","91adf62d-ac75-45aa-bc5d-b4750e30e2b3","1983-05-16","d2faf7e4-071d-48a7-953d-6e8b0864677f","7e0bb3bb-652f-47b5-9033-ace9d5331fb5","SOCIAL SECURITY NUMBER","192.169.1.1","e4a9eb23-0f1d-4fa0-922b-e3c011b8c1d3"
"052fbd2e-70bf-432e-9a41-850b0a297e97","2024-04-12 15:58:50.393456","DISAPPROVE","8930.66","17.34","True","primary","312 NORTH COVE BOULEVARD","","PANAMA CITY","FL","32401","LIBERTY COUNTY","US","5919549852","landline","EMILY MILLER","2675509884852265","84ed831d-70d0-4f13-8702-52f95e054d51","EMILY.MILLER@EMAIL.COM","91adf62d-ac75-45aa-bc5d-b4750e30e2b3","1983-05-14","e9fc3d2c-421e-47a1-952e-67e1e53a7256","509a2c95-2b13-47bd-b815-96c3ef1af5b9","SOCIAL SECURITY NUMBER","192.165.1.1","e4a9eb23-0f1d-4fa0-922b-e3c011b8c1d3"
"87f28e93-7e40-47b9-aa9b-6bfb0eed7eb8","2024-04-12 15:58:50.403107","APPROVED","4404.2","21.35","False","primary","225 CLAUDE STREET","","ANNAPOLIS","MD","21401","ALLEGANY COUNTY","US","2002239823","mobile","VIVIAN MILLER","9381876977149129","51a36ad8-96fa-41fc-a2f1-6e0e39a126c9","VIVIAN.MILLER@EMAIL.COM","63301515-9da6-4b69-9ea7-61f3c388c869","1983-05-19","9f2734e0-981b-4f8a-a191-00ee3a7a9e8d","07e9c86d-218c-445d-8d1a-66c1e898a5f8","SOCIAL SECURITY NUMBER","192.166.1.1","5343dbbc-3e98-4e60-ab88-d684ece91762"
"5ccd3ae4-3e2f-4bed-a13a-b000df4abbe3","2024-04-12 15:58:50.413084","APPROVED","6310.89","6.85","False","mailing","713 RINGGOLD DRIVE","","NASHVILLE","TN","37207","ANDERSON COUNTY","US","3945540660","mobile","VIVIAN ANDERSON","3383049351351607","51a36ad8-96fa-41fc-a2f1-6e0e39a126c9","VIVIAN.ANDERSON@EMAIL.COM","b2f2fd17-7e01-4f00-9806-01255fcc6d6e","1983-05-20","e53f42d5-c73e-4fe6-960e-ecaa1d7075cf","a662a682-b3dc-4ac1-9378-8a24234b8c2d","SOCIAL SECURITY NUMBER","192.161.1.1","c6b8d36e-a638-4307-8e04-3792f1dddf28"
"fe3e1b3d-57fe-4fa9-aac1-9e96c41c8f4c","2024-04-12 15:58:50.413197","DISAPPROVE","2196.2","27.32","True","mailing","3203 US HIGHWAY 98","A","MEXICO BEACH","FL","32456","LIBERTY COUNTY","US","6782519814","mobile","HEIDI MILLER","3297005621607913","319ef693-0e13-412e-94f3-a3e442a7380b","HEIDI.MILLER@EMAIL.COM","8bfd9521-f307-419d-87d0-a45551bd0ad1","1983-05-18","44460ed9-2152-447b-a526-d3c54cba6222","4dec57fe-e059-490e-a251-cd691c86fdfb","DRIVER'S LICENSE","192.166.1.1","74c696b0-ac9c-46cc-8e5d-fe2389cbbf19"
"b19922a9-e4c7-4fb7-ad72-e573027cc8e5","2024-04-12 15:58:50.422502","APPROVED","4558.94","34.79","False","mailing","712 PARKSIDE PLACE NORTHEAST","","WASHINGTON","DC","20019","DISTRICT OF COLUMBIA","US","3535011486","mobile","LEAH MILLER","4308444095442902","6835b33e-dd55-499d-a551-e6c4da8fa7b9","LEAH.MILLER@EMAIL.COM","58d00d01-35c1-42da-a2fb-63907794fb77","1983-05-11","aec03efb-bdb6-461d-9820-ab3c2c3363f9","8bca8512-ebcb-4599-b2c9-751a00d0c95a","PASSPORT","192.166.1.1","7ebc7919-315e-43fa-b579-df66ee9f20b3"
"2d8524b8-a2e8-4a4a-8503-1f87b10bbd0e","2024-04-12 15:58:50.432198","APPROVED","6388.37","26.45","False","primary","1227 AARON STREET","","MONTGOMERY","AL","36104","AUTAUGA COUNTY","US","7504797089","mobile","JOHN MILLER","3963920650189387","319ef693-0e13-412e-94f3-a3e442a7380b","JOHN.MILLER@EMAIL.COM","660e2936-8f20-44a6-9795-902c4081418b","1983-05-12","2cacf9ab-b651-469b-82d0-e710881626ba","1dc574b6-b4e2-4fa7-805f-b886756ac392","DRIVER'S LICENSE","192.165.1.1","b36330ba-194b-4f16-a16d-cc4f8427a20b"
"81374511-56eb-4d0c-a2a4-07c7405b4f00","2024-04-12 15:58:50.442005","DISAPPROVE","4186.58","20.83","True","primary","21 GLENOAK LANE NORTHWEST","B","GLEN BURNIE","MD","21061","ALLEGANY COUNTY","US","9028156182","mobile","BIANCA ANDERSON","4007311206437493","319ef693-0e13-412e-94f3-a3e442a7380b","BIANCA.ANDERSON@EMAIL.COM","de953465-9876-4742-b94d-787566da4cec","1983-05-13","14d40c6c-3bca-458b-8a96-130ce6d60333","ca8935d9-5c95-4198-92c0-d415f522cded","DRIVER'S LICENSE","192.167.1.1","824f3b85-9d0b-4b65-8517-8ad8e29daffd"
"f0f80386-36c5-4548-8871-d65224d91847","2024-04-12 15:58:50.452081","DISAPPROVE","705.02","29.09","True","mailing","6515 WEST POINSETTIA DRIVE","","GLENDALE","AZ","85304","APACHE COUNTY","US","7723996350","landline","VIVIAN MILLER","9188862078907375","51a36ad8-96fa-41fc-a2f1-6e0e39a126c9","VIVIAN.MILLER@EMAIL.COM","91adf62d-ac75-45aa-bc5d-b4750e30e2b3","1983-05-18","06ba13f3-47e2-406b-ad76-79284749d27e","b07d3c27-1a1c-4c50-8721-a6a2c4bd65e7","SOCIAL SECURITY NUMBER","192.162.1.1","dbacfa5f-1baa-4850-910d-ec5fde08c33f"
"ef974c15-e91a-4487-90b5-68b1e4c5c703","2024-04-12 15:58:50.463143","PENDING","8838.86","22.83","False","mailing","856 MILTON STREET","","OAKLAND","CA","94607","ALAMEDA COUNTY","US","9744737277","landline","SAM JOHNSON","9133365696143349","6835b33e-dd55-499d-a551-e6c4da8fa7b9","SAM.JOHNSON@EMAIL.COM","4824368a-2890-43cb-9528-83656b6fa942","1983-05-13","d805bb85-6e40-4885-8355-ce3e8ab10bad","cd45aeed-5917-4dff-9e67-45f4b695676d","PASSPORT","192.162.1.1","6a7f8d3b-ff5f-4dea-994a-9521180f545b"
"d50f8a6c-dab2-4cfb-9d5a-2a044c2a2ec9","2024-04-12 15:58:50.472751","PENDING","8296.77","2.84","False","mailing","22 EDEN STREET","","MILLIS","MA","02054","BARNSTABLE COUNTY","US","5129648700","mobile","JOHN BROWN","2659583145523539","8a782dbd-4149-42ad-944e-e675d3bf1dc7","JOHN.BROWN@EMAIL.COM","aa238f99-f052-478e-8084-842ffd1f3a90","1983-05-16","7e11792b-0feb-4da7-9af8-29defcf41912","4ac6141a-7c6d-4bb9-97b1-0bae579adeed","SOCIAL SECURITY NUMBER","192.163.1.1","227b2cb2-4a99-4d1d-b8c8-9199704bf06a"
"259f7234-164a-4d03-8757-78cad0b55225","2024-04-12 15:58:50.472860","APPROVED","2622.27","33.7","False","primary","3203 US HIGHWAY 98","A","MEXICO BEACH","FL","32456","LIBERTY COUNTY","US","1177622262","landline","JOHN JOHNSON","3377483643116583","51a36ad8-96fa-41fc-a2f1-6e0e39a126c9","JOHN.JOHNSON@EMAIL.COM","36b911d3-ec23-476d-bb22-5e4a5993c711","1983-05-13","d74de54d-d06d-4208-92d8-8ad0f08fc3eb","1c5638fe-ea22-4d1a-b5d6-c6966d4f7cb2","SOCIAL SECURITY NUMBER","192.168.1.1","daf33958-c412-494f-8a9e-9e65fcc2a0d2"
"c4c26472-eed6-4980-aa03-fd62edc2ff9e","2024-04-12 15:58:50.483085","PENDING","8693.16","16.63","False","mailing","20375 WISTERIA STREET","","CASTRO VALLEY","CA","94546","ALAMEDA COUNTY","US","9867722590","landline","BIANCA BROWN","0010335730525521","8a782dbd-4149-42ad-944e-e675d3bf1dc7","BIANCA.BROWN@EMAIL.COM","4f60e44a-6213-4b07-bbea-6f3bea5886a9","1983-05-10","b059dfb5-0c11-416e-b77f-85d0a0abf8e1","483be36d-70f2-4330-bfc6-342814406d25","DRIVER'S LICENSE","192.162.1.1","4d34ff48-d45e-4edd-886e-6dcb637f7d50"
"baaa7bb9-1d0a-4e6c-9751-d7ea497be964","2024-04-12 15:58:50.499726","DISAPPROVE","1579.39","7.77","True","mailing","1040 UNIVERSITY AVENUE","#R 208","BERKELEY","CA","94710","ALAMEDA COUNTY","US","2449078289","mobile","JOHN BROWN","2335220775347509","51a36ad8-96fa-41fc-a2f1-6e0e39a126c9","JOHN.BROWN@EMAIL.COM","b348a35b-b1e3-4373-a45d-957e257c6982","1983-05-15","74b0c968-d169-4718-a840-faca2d7138c9","9bb7fdfd-a8bb-4dc0-aace-ce9cf69bd417","SOCIAL SECURITY NUMBER","192.165.1.1","a992adae-5eaa-4ae0-bc03-292ecd6b48a1"
"d383faa8-315c-4d00-91ed-fcbdcd678c4b","2024-04-12 15:58:50.508730","DISAPPROVE","8941.63","29.25","True","primary","653 STRATTON ARLINGTON ROAD","","STRATTON","VT","05360","ADDISON COUNTY","US","2201699454","mobile","HEIDI ANDERSON","2798474435421019","8a782dbd-4149-42ad-944e-e675d3bf1dc7","HEIDI.ANDERSON@EMAIL.COM","f63d79c6-b3e0-4f20-ac30-47d087b713a6","1983-05-19","30ab5689-93bc-408f-9706-93afc4494199","c35b52d6-4fc9-470b-9e21-b0b3c51d8ab5","DRIVER'S LICENSE","192.163.1.1","027687c8-1b1b-4941-9a98-a35420442b77"
"26499dce-6758-41e3-964d-24065479c473","2024-04-12 15:58:50.517456","DISAPPROVE","8073.09","28.03","True","mailing","529 BARR HILL ROAD","","GREENSBORO","VT","05841","ADDISON COUNTY","US","3073501625","landline","EMILY BROWN","1246644076436176","319ef693-0e13-412e-94f3-a3e442a7380b","EMILY.BROWN@EMAIL.COM","208a9c8f-5ba6-4be3-bd04-9d3b63c8ad5e","1983-05-17","f8ec79a6-f7de-4446-b1b6-dae437650458","e5140105-b7bc-4903-a1f2-c4abdc73ab06","SOCIAL SECURITY NUMBER","192.163.1.1","411c442d-3036-4af0-ac13-a18dae2bee7c"
"756189cc-9f12-4679-9c0a-425c1cfdd998","2024-04-12 15:58:50.517552","PENDING","4707.28","16.64","False","mailing","3203 US HIGHWAY 98","A","MEXICO BEACH","FL","32456","LIBERTY COUNTY","US","7104951761","mobile","EMILY SMITH","9615938489858412","319ef693-0e13-412e-94f3-a3e442a7380b","EMILY.SMITH@EMAIL.COM","00290869-b2d7-4d12-9ea2-401e93a99654","1983-05-12","ff71b571-ed6d-4137-9d23-1e867614a74f","2bd22082-9513-47db-b652-c6669af961d0","DRIVER'S LICENSE","192.161.1.1","e0108d33-541c-41ab-8b44-71de91942c3c"
"9ab052de-fd46-4d05-bbb9-66b187ae7e15","2024-04-12 15:58:50.526112","DISAPPROVE","8861.16","33.42","True","mailing","1822 DIXDALE AVENUE","","LOUISVILLE","KY","40210","ADAIR COUNTY","US","2151358026","landline","HAN BROWN","7257295321863323","319ef693-0e13-412e-94f3-a3e442a7380b","HAN.BROWN@EMAIL.COM","b9ae6276-5a91-4503-a462-da53a518b8b7","1983-05-18","ff71b571-ed6d-4137-9d23-1e867614a74f","23acf15d-030e-4e4e-997c-2f4c78dfe033","SOCIAL SECURITY NUMBER","192.161.1.1","ae59382b-6b46-4e18-8242-174a3ba508f6"
"41811a60-d4e6-428d-898d-e64af85e0992","2024-04-12 15:58:50.534615","DISAPPROVE","2427.66","26.39","True","mailing","200 WEST CENTER STREET","A","MANCHESTER","CT","06040","FAIRFIELD COUNTY","US","1177622262","landline","PETER MILLER","9792324491634924","6835b33e-dd55-499d-a551-e6c4da8fa7b9","PETER.MILLER@EMAIL.COM","e21872ba-487b-4a65-991d-c188362ab28a","1983-05-14","6be53a8f-2ea8-411d-ae3d-cf2d68e18ceb","8f024a6d-7b76-4a28-9863-746e3d3c45d9","SOCIAL SECURITY NUMBER","192.165.1.1","70f3edfd-83a3-4bf2-9ae9-10d6e9d34310"
"1210676c-4714-4fd3-9b2f-3f100ebf3a02","2024-04-12 15:58:50.542329","PENDING","1441.83","19.32","False","mailing","41 FAIRWAY DRIVE","","TEWKSBURY","MA","01876","BARNSTABLE COUNTY","US","2380333202","mobile","VIVIAN ANDERSON","9947440389300153","51a36ad8-96fa-41fc-a2f1-6e0e39a126c9","VIVIAN.ANDERSON@EMAIL.COM","875418f3-02c1-45e6-a8ff-0cb23eb219b7","1983-05-12","20a05ae0-4c27-4319-a13b-14524a77cc3c","92669309-d745-468d-b798-6e25e9c4ee41","SOCIAL SECURITY NUMBER","192.165.1.1","e4a9eb23-0f1d-4fa0-922b-e3c011b8c1d3"
"0971925b-4d3f-459e-8fc1-9f3962170aaf","2024-04-12 15:58:50.549784","PENDING","8162.61","30.88","False","primary","597 EAST MIRACLE DRIVE","#4","FAYETTEVILLE","AR","72701","ARKANSAS COUNTY","US","1123766317","mobile","HAN BROWN","4664047701470953","84ed831d-70d0-4f13-8702-52f95e054d51","HAN.BROWN@EMAIL.COM","0e6c1288-f00b-4da0-9509-82062ccd7be0","1983-05-14","ff71b571-ed6d-4137-9d23-1e867614a74f","92669309-d745-468d-b798-6e25e9c4ee41","SOCIAL SECURITY NUMBER","192.164.1.1","0ca912fb-3c3a-4882-a043-c485569b8c66"
"225ca6b7-16f6-4933-8d0c-e60e153f6f88","2024-04-12 15:58:50.557892","PENDING","6495.51","21.83","False","mailing","1100 CLEVELAND STREET","","FAYETTEVILLE","AR","72701","ARKANSAS COUNTY","US","4335573880","mobile","BIANCA SMITH","1714722285106499","6835b33e-dd55-499d-a551-e6c4da8fa7b9","BIANCA.SMITH@EMAIL.COM","b2f2fd17-7e01-4f00-9806-01255fcc6d6e","1983-05-13","4b97a2ea-af7c-4bb2-ab1c-c45cb014c9e7","00a66156-7a02-41c6-ad1c-1a484e3afbb5","SOCIAL SECURITY NUMBER","192.161.1.1","8e198331-3b2a-40b7-86d8-5ba113e458b3"
"76f0cfe6-d194-4e6b-b579-f03e8093ec91","2024-04-12 15:58:50.565170","PENDING","9345.31","22.87","False","mailing","1163 ROSEDALE DRIVE","","MONTGOMERY","AL","36107","AUTAUGA COUNTY","US","1049821337","mobile","HAN ANDERSON","4563672348537203","51a36ad8-96fa-41fc-a2f1-6e0e39a126c9","HAN.ANDERSON@EMAIL.COM","8943c72c-6490-400e-94ee-71d19475ec59","1983-05-20","fc37670b-90d9-4b4e-b90b-eedf58158e39","15192836-2b22-4c15-a8ad-994c91e5105a","PASSPORT","192.167.1.1","85c786b7-cad5-4bf6-98a0-5a71ca49aa18"
"da717c52-8d71-4c30-b01d-ed466349f1c5","2024-04-12 15:58:50.572322","DISAPPROVE","3105.83","20.46","True","mailing","3365 WYNDHAM DRIVE","","FREMONT","CA","94536","ALAMEDA COUNTY","US","9337172269","landline","PETER ANDERSON","0784713667523298","8a782dbd-4149-42ad-944e-e675d3bf1dc7","PETER.ANDERSON@EMAIL.COM","bd6dee1c-0e9e-4602-9935-5796f29634af","1983-05-10","90b9692c-4de7-466b-ad61-4c6759c691b2","a662a682-b3dc-4ac1-9378-8a24234b8c2d","SOCIAL SECURITY NUMBER","192.165.1.1","c6c1d0f5-5c32-4510-bfa7-5a9b7713e6e1"
"e7e425ea-b106-4476-b185-17c9820be8e7","2024-04-12 15:58:50.581312","DISAPPROVE","3707.35","39.77","True","primary","815 WEST MARKET STREET","#6","LOUISVILLE","KY","40202","ADAIR COUNTY","US","9746392086","landline","EMILY BROWN","7868990615925417","84ed831d-70d0-4f13-8702-52f95e054d51","EMILY.BROWN@EMAIL.COM","dcdd3ea6-20b4-48de-ac57-87058b9d8556","1983-05-13","04223f98-3561-4d7d-8856-c940558b8ce8","ad1a0911-1d48-4b89-8da0-9cde1bc9cb9b","PASSPORT","192.161.1.1","cf881c0d-51ee-4096-b769-0bccc1502bcb"
"e55d37d3-7981-476e-8b18-5182f9445345","2024-04-12 15:58:50.588997","PENDING","4983.57","19.86","False","mailing","2638 EAST 40TH PLAZA","","PANAMA CITY","FL","32405","LIBERTY COUNTY","US","4882243211","landline","GABRIEL ANDERSON","0449283655198335","51a36ad8-96fa-41fc-a2f1-6e0e39a126c9","GABRIEL.ANDERSON@EMAIL.COM","660e2936-8f20-44a6-9795-902c4081418b","1983-05-10","ff71b571-ed6d-4137-9d23-1e867614a74f","9bb7fdfd-a8bb-4dc0-aace-ce9cf69bd417","SOCIAL SECURITY NUMBER","192.163.1.1","fca68c22-8000-45d9-9a2e-fac4b83c9bf8"
"6f159b07-2100-4621-9ada-658618d11c5c","2024-04-12 15:58:50.597530","APPROVED","563.73","38.4","False","primary","654 LAURETTE PLACE","","HAYWARD","CA","94544","ALAMEDA COUNTY","US","8880874886","mobile","HAN MILLER","4026859230503536","8a782dbd-4149-42ad-944e-e675d3bf1dc7","HAN.MILLER@EMAIL.COM","6cab16f7-4c9c-47f7-9844-1aa171ab1226","1983-05-17","412e247c-83dd-4d32-982a-a48d805afbd9","1dc574b6-b4e2-4fa7-805f-b886756ac392","DRIVER'S LICENSE","192.161.1.1","1f8838ac-5f59-42cc-b60d-2eddbbb438eb"
"b99e8ee1-cfb6-4aee-a521-fae37b4b0970","2024-04-12 15:58:50.605794","DISAPPROVE","7253.43","11.79","True","mailing","2654 QUIET WATER COVE","","ANNAPOLIS","MD","21401","ALLEGANY COUNTY","US","1177622262","landline","HAN SMITH","3876590233030930","8a782dbd-4149-42ad-944e-e675d3bf1dc7","HAN.SMITH@EMAIL.COM","baf3e14d-82f8-43c5-9474-aac50f5e880e","1983-05-12","bca7e981-b1e1-4930-ad22-0fd82b2e1b43","3606fc4d-51ff-435f-aced-60922c8b918a","DRIVER'S LICENSE","192.165.1.1","35feaf8e-28dc-4b05-8734-6216a755dc8b"
"1c0fb802-bdb3-4b69-932a-d8b512e15b6d","2024-04-12 15:58:50.613230","DISAPPROVE","8501.34","27.28","True","primary","918 CHERYL ANN CIRCLE","","HAYWARD","CA","94544","ALAMEDA COUNTY","US","5296332915","landline","HEIDI ANDERSON","0606638090443034","319ef693-0e13-412e-94f3-a3e442a7380b","HEIDI.ANDERSON@EMAIL.COM","245fbd54-8104-42b2-8279-438f63d9091d","1983-05-11","7e11792b-0feb-4da7-9af8-29defcf41912","f3e70b07-aea4-428a-9f09-597c651034a6","PASSPORT","192.169.1.1","fa061e3f-05ed-4c2c-bf51-be9ff1f3439c"
"5cce9482-fd79-4a42-bcf5-913453b7b306","2024-04-12 15:58:50.613362","DISAPPROVE","101.22","15.49","True","mailing","3203 US HIGHWAY 98","A","MEXICO BEACH","FL","32456","LIBERTY COUNTY","US","0680887923","mobile","HEIDI SMITH","9642035124661080","6835b33e-dd55-499d-a551-e6c4da8fa7b9","HEIDI.SMITH@EMAIL.COM","5c50b6d3-ebc7-4bfa-b555-d8dc8bacbf88","1983-05-20","aab960d1-b335-4b00-b5bd-eb14e37729fa","509a2c95-2b13-47bd-b815-96c3ef1af5b9","SOCIAL SECURITY NUMBER","192.167.1.1","4ec4c3b9-f547-4d5e-896e-fb11d81fbb94"
"4397e547-88ba-4f68-9f67-c1d7553b5981","2024-04-12 15:58:50.620505","APPROVED","117.19","22.0","False","primary","53 PHILIP ROAD","","MANCHESTER","CT","06040","FAIRFIELD COUNTY","US","8801234005","landline","GABRIEL ANDERSON","2229052624546365","319ef693-0e13-412e-94f3-a3e442a7380b","GABRIEL.ANDERSON@EMAIL.COM","0c13a148-53d6-4b9f-8153-95a951ec1aa4","1983-05-14","76ab11ce-cdef-446a-8ebf-e2f5d46a58a0","d4f2b28d-5fa5-47df-9d2d-63a7b7444619","PASSPORT","192.165.1.1","1ddaf0e8-7eb8-44f8-a338-843093ed9503"
"fb14bc5b-83ea-4f7e-9864-fe4e9f0771a5","2024-04-12 15:58:50.627610","DISAPPROVE","4082.87","21.79","True","primary","3901 OLD SEWARD HIGHWAY","#STE 000016","ANCHORAGE","AK","99503","ALEUTIANS EAST BOROUGH","US","1212308737","landline","HEIDI JOHNSON","2335220775347509","319ef693-0e13-412e-94f3-a3e442a7380b","HEIDI.JOHNSON@EMAIL.COM","0812cc34-b984-437e-86ee-e89fcc6d83e9","1983-05-10","669cbb9e-77df-4c57-bfdd-91ee584e8b06","f12f1158-66b5-4f91-9e12-92d356508476","DRIVER'S LICENSE","192.163.1.1","1885bd86-e4f8-43d2-9bf0-d901c73ac18a"
"f37ecbf0-70bb-4e46-92a2-8ad166801f1d","2024-04-12 15:58:50.635721","DISAPPROVE","2863.84","25.21","True","primary","83 KENNEDY ROAD","","MANCHESTER","CT","06042","FAIRFIELD COUNTY","US","2309961521","landline","LEAH MILLER","8734131393633044","6835b33e-dd55-499d-a551-e6c4da8fa7b9","LEAH.MILLER@EMAIL.COM","91adf62d-ac75-45aa-bc5d-b4750e30e2b3","1983-05-18","a93a87c0-c3d6-44cc-a236-ed9439df3c42","e5140105-b7bc-4903-a1f2-c4abdc73ab06","SOCIAL SECURITY NUMBER","192.161.1.1","49caceb1-f40c-4464-babe-88c98cdac567"
"8b627ed7-7d0a-47ed-b4d9-7d290c7a9baa","2024-04-12 15:58:50.642723","APPROVED","9891.32","5.37","False","primary","430 FIG STREET","","MADERA","CA","93638","ALAMEDA COUNTY","US","7232869527","landline","HEIDI BROWN","2907890644562975","84ed831d-70d0-4f13-8702-52f95e054d51","HEIDI.BROWN@EMAIL.COM","7fbfd035-3f36-4420-82b2-56c8aeadb7b2","1983-05-12","9c1b2c66-3905-4202-8355-4c666cd2a776","89ba258d-bb01-481d-a058-ee56e9609d3e","DRIVER'S LICENSE","192.163.1.1","9b5d28e8-00f4-4c90-8caf-c105c21d0070"
"31c83233-8307-4a9f-976f-3a563262a096","2024-04-12 15:58:50.649883","DISAPPROVE","5357.87","32.02","True","mailing","46710 CRAWFORD STREET","#APT 32","FREMONT","CA","94539","ALAMEDA COUNTY","US","1177622262","landline","PETER SMITH","9936005929931354","8a782dbd-4149-42ad-944e-e675d3bf1dc7","PETER.SMITH@EMAIL.COM","11807c1b-5d44-4d0e-9b96-80246e4ed251","1983-05-14","26202285-68e3-481c-9c7f-61912dd58874","3606fc4d-51ff-435f-aced-60922c8b918a","DRIVER'S LICENSE","192.161.1.1","9b5d28e8-00f4-4c90-8caf-c105c21d0070"
"e8f5baee-c159-4270-8b24-8d6616759c6c","2024-04-12 15:58:50.657271","DISAPPROVE","9183.5","24.33","True","primary","61 CUBLES DRIVE","","BRIMFIELD","MA","01010","BARNSTABLE COUNTY","US","6083981089","mobile","VIVIAN ANDERSON","7402987103339965","6835b33e-dd55-499d-a551-e6c4da8fa7b9","VIVIAN.ANDERSON@EMAIL.COM","91adf62d-ac75-45aa-bc5d-b4750e30e2b3","1983-05-14","f4a52cf0-6fd7-4142-99f5-1da08abfab45","9bb7fdfd-a8bb-4dc0-aace-ce9cf69bd417","SOCIAL SECURITY NUMBER","192.165.1.1","2206e055-1c5b-4f30-931c-bc782d95f017"
"d962ab21-ff64-47b3-a4e1-57229024dbad","2024-04-12 15:58:50.664313","PENDING","8337.46","8.74","False","mailing","262 MITCHELL STREET","","GROTON","CT","06340","FAIRFIELD COUNTY","US","9023110244","landline","BIANCA ANDERSON","6663419224959671","319ef693-0e13-412e-94f3-a3e442a7380b","BIANCA.ANDERSON@EMAIL.COM","b7742a19-4f4d-48b9-9d34-e5f38f1f0c86","1983-05-14","d3b35a6b-46bf-43c6-963a-3d4e12b4b4f9","8ee3b90b-3f55-4843-ad67-040120f496f0","PASSPORT","192.165.1.1","0f05c121-5e9e-4903-b695-a2124e8250a4"
"39ea74bc-d894-4b54-8043-94d0853007a7","2024-04-12 15:58:50.671527","PENDING","481.61","35.2","False","mailing","1558 GOODFELLOW ROAD","","GROTON","VT","05046","ADDISON COUNTY","US","9877891299","mobile","VIVIAN JOHNSON","2335220775347509","8a782dbd-4149-42ad-944e-e675d3bf1dc7","VIVIAN.JOHNSON@EMAIL.COM","4b9287f8-f82e-4d7b-be33-15581e89a561","1983-05-10","2448ee73-067b-4d2d-8a21-2dea6024e390","d41f4520-5992-41bd-9565-f643385f967d","SOCIAL SECURITY NUMBER","192.168.1.1","e4a9eb23-0f1d-4fa0-922b-e3c011b8c1d3"
"6e3d4a7b-cb9a-4e77-a8bb-8f7978c78d1a","2024-04-12 15:58:50.671609","DISAPPROVE","5337.56","1.27","True","primary","3203 US HIGHWAY 98","A","MEXICO BEACH","FL","32456","LIBERTY COUNTY","US","7570616706","mobile","HEIDI ANDERSON","6586027287711769","319ef693-0e13-412e-94f3-a3e442a7380b","HEIDI.ANDERSON@EMAIL.COM","d429ad7c-726e-4fe5-8fe6-6f3f26bd6bb3","1983-05-20","1c3fe68a-cba0-4817-adb8-cb4512a8df26","f12f1158-66b5-4f91-9e12-92d356508476","DRIVER'S LICENSE","192.167.1.1","7582af09-8a59-4b34-9d39-3502c10b018b"
